Index,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices,MinPriceUSD,MaxPriceUSD,Country,AveragePrice
543,'t Ganzenest,"Delftweg 58a, Rijswijk, 2289 AL, Netherlands",Rijswijk,49,130,EUR,Modern French,4.3457403,52.0370964,31703077970,https://guide.michelin.com/en/zuid-holland/rijswijk/restaurant/t-ganzenest,https://ganzenest.nl/nl/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",49.03,130.09,Netherlands,89.56
925,L'Arnsbourg,"Untermuhlthal, Baerenthal, 57230, France",Baerenthal,49,139,EUR,Modern Cuisine,7.5393465,48.9550539,33387065085,https://guide.michelin.com/en/grand-est/baerenthal/restaurant/l-arnsbourg,https://www.arnsbourg.com/fr/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",49.03,139.1,France,94.065
459,Bolenius,"George Gershwinlaan 30, Amsterdam, 1082 MT, Netherlands",Amsterdam,49,140,EUR,Creative,4.8736231,52.3361323,31204044411,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/bolenius,https://bolenius-restaurant.nl/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",49.03,140.1,Netherlands,94.565
482,Mijn Keuken,"Markt 1, Wouw, 4724 BK, Netherlands",Wouw,49,140,EUR,Modern French,4.38784,51.5220815,31165302208,https://guide.michelin.com/en/noord-brabant/wouw/restaurant/mijn-keuken,https://www.mijnkeuken.com/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",49.03,140.1,Netherlands,94.565
998,Maison Decoret,"15 rue du Parc, Vichy, 03200, France",Vichy,49,149,EUR,Creative,3.4192286,46.1246273,33470976506,https://guide.michelin.com/en/auvergne-rhone-alpes/vichy/restaurant/maison-decoret,https://www.maisondecoret.com/fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",49.03,149.1,France,99.065
500,THE DUCHESS,"Spuistraat 172, Amsterdam, 1012 VT, Netherlands",Amsterdam,49,150,EUR,"French, Mediterranean Cuisine",4.8894578,52.3728921,31208113322,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/the-duchess,http://the-duchess.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",49.03,150.1,Netherlands,99.565
704,Le Sergent Recruteur,"41 rue Saint-Louis-en-l'Île, Paris, 75004, France",Paris,49,160,EUR,Modern Cuisine,2.3560682,48.8519498,33143547542,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-sergent-recruteur,https://www.lesergentrecruteur.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",49.03,160.11,France,104.57
958,L'Observatoire du Gabriel,"10 place de la Bourse, Bordeaux, 33000, France",Bordeaux,49,160,EUR,"Modern Cuisine, Creative",-0.5706004,44.841366,33556300080,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/l-observatoire-du-gabriel,https://bordeaux-gabriel.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",49.03,160.11,France,104.57
558,Nathan,"Lange Koepoortstraat 13, Antwerpen, 2000, Belgium",Antwerpen,49,168,EUR,Modern French,4.4027957,51.2231806,3232842813,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/nathan,https://www.restaurant-nathan.be/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",49.03,168.12,Belgium,108.575
1408,Storstad,"Watmarkt 5, Regensburg, 93047, Germany",Regensburg,49,170,EUR,"Creative, Market Cuisine",12.0963527,49.0200421,4.99E+12,https://guide.michelin.com/en/bayern/regensburg/restaurant/storstad,https://storstad.de/,1 Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",49.03,170.12,Germany,109.575
102,Parkheuvel,"Heuvellaan 21, Rotterdam, 3016 GL, Netherlands",Rotterdam,49,170,EUR,Modern Cuisine,4.4715943,51.903823,31104360766,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/parkheuvel,https://www.parkheuvel.nl/,2 Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",49.03,170.12,Netherlands,109.575
712,L'Atelier de Joël Robuchon - Étoile,"133 avenue des Champs-Élysées, Paris, 75008, France",Paris,49,230,EUR,Creative,2.2973168,48.8728404,33147237575,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-atelier-de-joel-robuchon-etoile,http://m.atelier-robuchon-etoile.com/fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Valet parking,Visa credit card",49.03,230.16,France,139.595
1555,Le Champignon Sauvage,"24-28 Suffolk Road, Cheltenham, GL50 2AQ, United Kingdom",Cheltenham,42,78,GBP,Modern Cuisine,-2.0789971,51.8915462,4.41E+11,https://guide.michelin.com/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,http://www.lechampignonsauvage.co.uk,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",49.69,92.27,United Kingdom,70.98
2230,La Chaumière by Serge Labrosse,"Chemin de la Fondelle 16, Troinex, 1256, Switzerland",Troinex,48,155,CHF,"Modern French, Market Cuisine",6.1476565,46.1623056,41227843066,https://guide.michelin.com/en/geneve-region/troinex/restaurant/la-chaumiere-by-serge-labrosse,https://www.restaurant-la-chaumiere.ch/,1 Star,"Booking essential,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",49.82,160.87,Switzerland,105.345
1735,Trivio,"Colón 25, Cuenca, 16002, Spain",Cuenca,50,70,EUR,Modern Cuisine,-2.1376977,40.0741657,34969030593,https://guide.michelin.com/en/castilla-la-mancha/es-cuenca/restaurant/trivio,http://www.restaurantetrivio.com,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",50.03,70.05,Spain,60.04
1061,Auberge du Vert Mont,"1318 rue du Mont-Noir, Boeschepe, 59299, France",Boeschepe,50,78,EUR,Creative,2.7035525,50.7933016,33328494126,https://guide.michelin.com/en/hauts-de-france/boeschepe/restaurant/auberge-du-vert-mont,https://www.vertmont.fr/,1 Star,"Car park,Credit card / Debit card accepted,Terrace,Visa credit card,Wheelchair access",50.03,78.05,France,64.04
1704,Els Casals,"Finca Els Casals, Sagàs, 08517, Spain",Sagàs,50,78,EUR,"Catalan, Contemporary",1.9605884,42.0325482,34938251200,https://guide.michelin.com/en/catalunya/sagas/restaurant/els-casals,https://elscasals.cat/,1 Star,"Air conditioning,Booking essential,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",50.03,78.05,Spain,64.04
1794,Lúa,"Eduardo Dato 5, Madrid, 28003, Spain",Madrid,50,78,EUR,Modern Cuisine,-3.6957039,40.4328535,34913952853,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/lua,https://www.restaurantelua.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card",50.03,78.05,Spain,64.04
1746,Nerua Guggenheim Bilbao,"Avenida de Abandoibarra 2, Bilbao, 48009, Spain",Bilbao,50,80,EUR,Creative,-2.9330304,43.268822,34944000430,https://guide.michelin.com/en/pais-vasco/bilbao/restaurant/nerua-guggenheim-bilbao,https://www.neruaguggenheimbilbao.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",50.03,80.06,Spain,65.045
1757,Baeza & Rufete,"Avenida de Ansaldo 31, Alacant, 03540, Spain",Alacant,50,85,EUR,Modern Cuisine,-0.433443,38.368797,34965162247,https://guide.michelin.com/en/comunidad-valenciana/alacant/restaurant/baeza-rufete,http://baezarufete.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",50.03,85.06,Spain,67.545
1740,Arbidel,"Oscura 1, Ribadesella, 33560, Spain",Ribadesella,50,90,EUR,Modern Cuisine,-5.0598138,43.4611136,34985861440,https://guide.michelin.com/en/principado-de-asturias/ribadesella/restaurant/arbidel,https://arbidelrestaurante.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",50.03,90.06,Spain,70.045
1812,Messina,"Avenida Severo Ochoa 12, Marbella, 29603, Spain",Marbella,50,93,EUR,Creative,-4.8806499,36.5084597,34952864895,https://guide.michelin.com/en/andalucia/marbella/restaurant/messina,http://www.restaurantemessina.com,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",50.03,93.07,Spain,71.55
1737,Sala,"Plaza Major 17, Olost, 08516, Spain",Olost,50,95,EUR,Traditional Cuisine,2.0959879,41.9859741,34938880106,https://guide.michelin.com/en/catalunya/olost/restaurant/sala,https://www.fondasala.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",50.03,95.07,Spain,72.55
1946,Fradis Minoris,"Laguna di Nora, Pula, 09010, Italy",Pula,50,95,EUR,"Modern Cuisine, Sardinian",9.0067135,38.9867335,3.93E+11,https://guide.michelin.com/en/sardegna/pula/restaurant/fradis-minoris,http://www.fradisminoris.it/,1 Star,"American Express credit card,Credit card / Debit card accepted,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",50.03,95.07,Italy,72.55
2016,'L Chimpl,"strada de Tamion 3, Tamion, 38039, Italy",Tamion,50,95,EUR,"Creative, Contemporary",11.6564315,46.4073422,3.9E+11,https://guide.michelin.com/en/trentino-alto-adige/tamin/restaurant/l-chimpl,https://www.hotelgranmugon.com/ristoranti-stellati-trentino.htm,1 Star,"Booking essential,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Terrace,Visa credit card",50.03,95.07,Italy,72.55
2159,Hiša Denk,"Zgornja Kungota 11A, Zgornja Kungota, 2201, Slovenia",Zgornja Kungota,50,95,EUR,"Creative, Modern Cuisine",15.6146801,46.6383891,38626563551,https://guide.michelin.com/en/drava/zgornja-kungota/restaurant/hisa-denk,https://www.hisadenk.si/,1 Star,"Booking essential,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",50.03,95.07,Slovenia,72.55
850,Auberge de la Charme,"12 rue de la Charme, Prenois, 21370, France",Prenois,50,96,EUR,Creative,4.8989819,47.3758124,33380353284,https://guide.michelin.com/en/bourgogne-franche-comte/prenois/restaurant/auberge-de-la-charme,https://aubergedelacharme.com/fr/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",50.03,96.07,France,73.05
1774,Marc Fosh,"De la Missió 7, Palma, 07003, Spain",Palma,50,98,EUR,Modern Cuisine,2.6513729,39.5735982,34971720114,https://guide.michelin.com/en/islas-baleares/palma/restaurant/marc-fosh,https://www.marcfosh.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",50.03,98.07,Spain,74.05
1653,La Fonda Xesc,"Plaza Roser 1, Gombrèn, 17531, Spain",Gombrèn,50,100,EUR,Modern Cuisine,2.0907118,42.24774,34972730404,https://guide.michelin.com/en/catalunya/gombren/restaurant/la-fonda-xesc,https://www.fondaxesc.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",50.03,100.07,Spain,75.05
1754,Casa Gerardo,"Carretera AS 19, Prendes, 33438, Spain",Prendes,50,100,EUR,Modern Cuisine,-5.7593121,43.5554834,34985887797,https://guide.michelin.com/en/principado-de-asturias/prendes/restaurant/casa-gerardo,https://www.restaurantecasagerardo.es/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",50.03,100.07,Spain,75.05
555,Arden,"rue de Montainpré 27, Villers-sur-Lesse, 5580, Belgium",Villers-sur-Lesse,50,105,EUR,French Contemporary,5.0748306,50.1577096,3284690050,https://guide.michelin.com/en/namur/villers-sur-lesse/restaurant/arden,https://www.chateaudevignee.be/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card",50.03,105.07,Belgium,77.55
608,Goffin,"Maalsesteenweg 2, Sint-Kruis, 8310, Belgium",Sint-Kruis,50,105,EUR,Modern Cuisine,3.2417056,51.2119551,3250687788,https://guide.michelin.com/en/west-vlaanderen/sint-kruis/restaurant/goffin,https://timothygoffin.be/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",50.03,105.07,Belgium,77.55
1052,Auberge de l'Abbaye,"Place des Anciens-Combattants, Ambronay, 01500, France",Ambronay,50,105,EUR,Modern Cuisine,5.3606423,46.0073829,33474464254,https://guide.michelin.com/en/auvergne-rhone-alpes/ambronay/restaurant/auberge-de-l-abbaye65232,https://www.aubergedelabbaye-ambronay.com/fr/,1 Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",50.03,105.07,France,77.55
803,L'Oiseau Bleu,"127 avenue Thiers, Bordeaux, 33000, France",Bordeaux,50,110,EUR,Modern Cuisine,-0.55304,44.844326,33556810939,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/l-oiseau-bleu,https://www.loiseaubleu.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",50.03,110.08,France,80.055
860,Le Prieuré,"11 rue de la Mairie, Ambierle, 42820, France",Ambierle,50,112,EUR,Modern Cuisine,3.8962412,46.1039302,33477656324,https://guide.michelin.com/en/auvergne-rhone-alpes/ambierle/restaurant/le-prieure189,https://www.leprieureambierle.fr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",50.03,112.08,France,81.055
523,Rantrée,"Het Wilhelmus 30 L, Maastricht, 6211 EN, Netherlands",Maastricht,50,115,EUR,Modern French,5.64718,50.85428,31433215140,https://guide.michelin.com/en/limburg/maastricht/restaurant/rantree,https://www.rantree.nl/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",50.03,115.08,Netherlands,82.555
1464,Glovers Alley,"127-128 St. Stephen’s Green, Dublin City, D02 HE18, Ireland",Dublin City,50,115,EUR,Modern Cuisine,-6.2616367,53.3392185,35312440733,https://guide.michelin.com/en/dublin/dublin/restaurant/glovers-alley,https://gloversalley.ie/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",50.03,115.08,Ireland,82.555
1817,Oria,"Passeig de Gràcia 75, Barcelona, 08008, Spain",Barcelona,50,115,EUR,Modern Cuisine,2.1624525,41.3938241,34935482033,https://guide.michelin.com/en/catalunya/barcelona/restaurant/oria,https://www.monumenthotel.com/en/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card",50.03,115.08,Spain,82.555
587,Hof Ter Hulst,"Kerkstraat 33, Hulshout, 2235, Belgium",Hulshout,50,118,EUR,Classic Cuisine,4.793442,51.0769653,3215253440,https://guide.michelin.com/en/antwerpen/hulshout/restaurant/hof-ter-hulst,https://www.hofterhulst.be/,1 Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",50.03,118.08,Belgium,84.055
1932,Rear Restaurant,"SS 7bis Km 50, Nola, 80035, Italy",Nola,50,120,EUR,Modern Cuisine,14.5122565,40.9326272,3.93E+11,https://guide.michelin.com/en/campania/nola/restaurant/rear-restaurant,https://www.rearrestaurant.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",50.03,120.08,Italy,85.055
1934,Pietramare Natural Food,"strada statale 106, Isola di Capo Rizzuto, 88841, Italy",Isola di Capo Rizzuto,50,120,EUR,Creative,16.9963315,38.9320587,3.91E+11,https://guide.michelin.com/en/calabria/isola-di-capo-rizzuto/restaurant/pietramare-natural-food,https://www.praiaartresort.com/,1 Star,"Air conditioning,American Express credit card,Booking essential,Car park,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Garden or park,Mastercard credit card,Terrace,Visa credit card",50.03,120.08,Italy,85.055
1700,Cal Paradís,"Avenida Vilafranca 30, Vall d'Alba, 12194, Spain",Vall d'Alba,50,125,EUR,Creative,-0.0339761,40.1767144,34964320131,https://guide.michelin.com/en/comunidad-valenciana/vall-d-alba/restaurant/cal-paradis,http://www.calparadis.es,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card",50.03,125.09,Spain,87.56
1730,Beat,"Urbanización Marisol Park 1A, Calp, 03710, Spain",Calp,50,125,EUR,"Mediterranean Cuisine, French Contemporary",0.060922,38.6474226,34628277858,https://guide.michelin.com/en/comunidad-valenciana/calp/restaurant/beat,https://www.ar-hotels.com/hotel-the-cookbook/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",50.03,125.09,Spain,87.56
460,FG Food Labs,"Katshoek 41, Rotterdam, 3032 AE, Netherlands",Rotterdam,50,129,EUR,"Creative, International",4.461812,51.9013503,31104250520,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fg-food-labs,https://www.fgfoodlabs.nl/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",50.03,129.09,Netherlands,89.56
601,De Pastorie,"Plaats 2, Lichtaart, 2460, Belgium",Lichtaart,50,130,EUR,Modern Cuisine,4.9241458,51.2260206,3214557786,https://guide.michelin.com/en/antwerpen/lichtaart/restaurant/de-pastorie209876,https://www.restaurantdepastorie.be/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",50.03,130.09,Belgium,90.06
1689,Boroa,"Caserío Garai 11, Amorebieta - Etxano, 48340, Spain",Amorebieta - Etxano,50,130,EUR,Traditional Cuisine,-2.7598523,43.2352979,34946734747,https://guide.michelin.com/en/pais-vasco/amorebieta-etxano/restaurant/boroa,https://www.boroa.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",50.03,130.09,Spain,90.06
467,Perceel,"Dorpsstraat 3, Capelle aan den IJssel, 2902 BC, Netherlands",Capelle aan den IJssel,50,135,EUR,Creative,4.5849566,51.9219398,31102271922,https://guide.michelin.com/en/zuid-holland/capelle-aan-den-ijssel/restaurant/perceel,https://www.restaurantperceel.nl/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",50.03,135.09,Netherlands,92.56
581,Couvert Couvert,"St-Jansbergsesteenweg 171, Heverlee, 3001, Belgium",Heverlee,50,135,EUR,"Creative, Modern Cuisine",4.6596864,50.8629609,3216296979,https://guide.michelin.com/en/vlaams-brabant/heverlee/restaurant/couvert-couvert,https://www.couvertcouvert.be/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card",50.03,135.09,Belgium,92.56
971,La Madeleine,"35 quai Boffrand, Sens, 89100, France",Sens,50,136,EUR,Modern Cuisine,3.27418,48.19589,33386650931,https://guide.michelin.com/en/bourgogne-franche-comte/sens/restaurant/la-madeleine,https://www.restaurant-lamadeleine.fr/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",50.03,136.1,France,93.065
541,Marrees,"Stadhuispassage 10, Weert, 6001 KK, Netherlands",Weert,50,140,EUR,Modern Cuisine,5.7034285,51.2510546,31495452028,https://guide.michelin.com/en/limburg/weert/restaurant/marrees,https://www.restaurantmarrees.nl/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",50.03,140.1,Netherlands,95.065
1887,Franco Mare,"via lungomare Roma 41, Marina di Pietrasanta, 55044, Italy",Marina di Pietrasanta,50,140,EUR,Seafood,10.1930984,43.933229,39058420187,https://guide.michelin.com/en/toscana/marina-di-pietrasanta/restaurant/franco-mare,https://ristorantefrancomare.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",50.03,140.1,Italy,95.065
651,La Villa de Camille et Julien,"5 rue de Pulvermuehl, 2090, Luxembourg",Luxembourg,50,145,EUR,"French, Country cooking",6.1505473,49.6088878,35228993993,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/la-villa-de-camille-et-julien,https://www.lavilla.lu/fr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",50.03,145.1,Luxembourg,97.565
757,Skab,"7 rue de la République, Nîmes, 30000, France",Nîmes,50,148,EUR,Modern Cuisine,4.35921,43.833187,33466219430,https://guide.michelin.com/en/occitanie/nimes/restaurant/skab,https://www.restaurant-skab.fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",50.03,148.1,France,99.065
703,Yoshinori,"18 rue Grégoire-de-Tours, Paris, 75006, France",Paris,50,150,EUR,Modern Cuisine,2.3377712,48.8528439,33984197605,https://guide.michelin.com/en/ile-de-france/paris/restaurant/yoshinori,https://www.yoshinori-paris.com/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",50.03,150.1,France,100.065
795,L'Amaryllis,"Chemin de Martorez, Saint-Rémy, 71100, France",Saint-Rémy,50,150,EUR,Creative,4.8200267,46.7567708,33385481298,https://guide.michelin.com/en/bourgogne-franche-comte/saint-rmy/restaurant/l-amaryllis1896,https://www.lamaryllis.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",50.03,150.1,France,100.065
1029,Le Sénéchal,"Le Bourg, Sauveterre-de-Rouergue, 12800, France",Sauveterre-de-Rouergue,50,155,EUR,Modern Cuisine,2.3182037,44.2200424,33565712900,https://guide.michelin.com/en/occitanie/sauveterre-de-rouergue/restaurant/le-senechal,https://www.hotel-senechal.fr/fr/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",50.03,155.11,France,102.57
208,Takao Takano,"33 rue Malesherbes, Lyon, 69006, France",Lyon,50,160,EUR,Creative,4.8425758,45.7705183,33482314339,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/takao-takano,https://www.takaotakano.com/,2 Stars,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",50.03,160.11,France,105.07
596,senzanome,"place du Petit Sablon 1, Brussels, 1000, Belgium",Brussels,50,165,EUR,"Italian, Sicilian",4.3563943,50.8399741,3222231617,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/senzanome,https://www.senzanome.be/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",50.03,165.12,Belgium,107.575
163,Anne de Bretagne,"Port de Gravette, La Plaine-sur-Mer, 44770, France",La Plaine-sur-Mer,50,170,EUR,Creative,-2.2134222,47.1547317,33240215472,https://guide.michelin.com/en/pays-de-la-loire/la-plaine-sur-mer/restaurant/anne-de-bretagne,https://annedebretagne.com/,2 Stars,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",50.03,170.12,France,110.075
671,Les Ducs de Lorraine,"5 avenue de Provence, Epinal, 88000, France",Epinal,50,190,EUR,Modern Cuisine,6.4495774,48.1682428,33329295600,https://guide.michelin.com/en/grand-est/pinal/restaurant/les-ducs-de-lorraine,https://www.restaurant-ducsdelorraine.com/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",50.03,190.13,France,120.08
2219,Le Flacon,"Rue Vautier 45, Carouge, 1227, Switzerland",Carouge,49,145,CHF,Modern Cuisine,6.1417842,46.1834139,41223421520,https://guide.michelin.com/en/geneve-region/carouge/restaurant/le-flacon,http://www.leflacon.ch,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",50.85,150.49,Switzerland,100.67
1531,Martin Wishart,"54 The Shore, Leith, EH6 6RA, United Kingdom",Leith,43,110,GBP,Modern Cuisine,-3.1703986,55.9755098,4.41E+11,https://guide.michelin.com/en/city-of-edinburgh/leith/restaurant/martin-wishart,https://restaurantmartinwishart.co.uk/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",50.87,130.13,United Kingdom,90.5
1585,Galvin La Chapelle,"35 Spital Square, London, E1 6DY, United Kingdom",London,43,110,GBP,French,-0.0783716,51.520295,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/galvin-la-chapelle,https://galvinrestaurants.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",50.87,130.13,United Kingdom,90.5
859,La Table d'Olivier,"3 rue Saint-Ambroise, Brive-la-Gaillarde, 19100, France",Brive-la-Gaillarde,51,93,EUR,Modern Cuisine,1.5308409,45.158952,33555189595,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/la-table-d-olivier,NA,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access",51.04,93.07,France,72.055
