Index,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices,MinPriceUSD,MaxPriceUSD,Country,AveragePrice
2165,essência,"Sas street 17, Budapest, 1051, Hungary",Budapest,5500,41900,HUF,"Hungarian, Portuguese",19.0521322,47.5010955,36706000315,https://guide.michelin.com/en/central-hungary/budapest/restaurant/essencia,https://essenciarestaurant.hu/en/homepage/,1 Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",13.41,102.15,Hungary,57.78
1959,Materia,"via Cinque Giornate 32, Cernobbio, 22012, Italy",Cernobbio,19,135,EUR,Creative,9.0719729,45.8383402,3.9E+11,https://guide.michelin.com/en/lombardia/cernobbio/restaurant/materia,http://www.ristorantemateria.it/,1 Star,"Air conditioning,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access",19.01,135.09,Italy,77.05
2170,Costes Downtown,"Vigyázó Ferenc utca 5, Budapest, 1051, Hungary",Budapest,7900,31500,HUF,Modern Cuisine,19.0486004,47.5011009,3619201015,https://guide.michelin.com/en/central-hungary/budapest/restaurant/costes-downtown,https://costesdowntown.hu/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",19.26,76.79,Hungary,48.025
1831,Gardenia,"corso Torino 9, Caluso, 10014, Italy",Caluso,20,110,EUR,Modern Cuisine,7.8896044,45.3034572,3.9E+11,https://guide.michelin.com/en/piemonte/caluso/restaurant/gardenia,https://www.gardeniacaluso.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",20.01,110.08,Italy,65.045
936,La Robe,"3 place Reveillère-Lepeaux, Montaigu, 85600, France",Montaigu,24,80,EUR,Modern Cuisine,-1.31311,46.97566,33251477927,https://guide.michelin.com/en/pays-de-la-loire/montaigu/restaurant/la-robe,https://www.restaurant-la-robe.com/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card",24.02,80.06,France,52.04
2035,Zappatori,"corso Torino 34, Pinerolo, 10064, Italy",Pinerolo,25,90,EUR,Modern Cuisine,7.3320196,44.8847909,3.9E+11,https://guide.michelin.com/en/piemonte/pinerolo/restaurant/zappatori,https://www.trattoriazappatori.it/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",25.02,90.06,Italy,57.54
995,Moulin de la Tardoire,"Lieu-dit La Forge, Montbron, 16220, France",Montbron,26,69,EUR,Modern Cuisine,0.51396,45.67682,33545664146,https://guide.michelin.com/en/nouvelle-aquitaine/montbron/restaurant/moulin-de-la-tardoire,https://www.moulindelatardoire.fr/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",26.02,69.05,France,47.535
915,Les Clefs d'Argent,"333 avenue des Martyrs-de-la-Résistance, Mont-de-Marsan, 40000, France",Mont-de-Marsan,26,88,EUR,Creative,-0.5127259,43.8871612,33558061645,https://guide.michelin.com/en/nouvelle-aquitaine/mont-de-marsan/restaurant/les-clefs-d-argent,https://www.clefs-dargent.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",26.02,88.06,France,57.04
857,Le France,"8 place Maxime-Cupillard, Villers-le-Lac, 25130, France",Villers-le-Lac,26,94,EUR,Modern Cuisine,6.6704063,47.0594007,33381680006,https://guide.michelin.com/en/bourgogne-franche-comte/villers-le-lac/restaurant/le-france,https://hotel-restaurant-lefrance.com/,1 Star,"American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",26.02,94.07,France,60.045
1131,Le Mascaret,"1 rue de Bas, Blainville-sur-Mer, 50560, France",Blainville-sur-Mer,26,106,EUR,Modern Cuisine,-1.583558,49.0671674,33233458609,https://guide.michelin.com/en/normandie/blainville-sur-mer/restaurant/le-mascaret,https://lemascaret.fr/,1 Star,"Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",26.02,106.07,France,66.045
1421,Schloss Filseck,"Filseck 1, Uhingen, 73066, Germany",Uhingen,26,160,EUR,"Mediterranean Cuisine, Market Cuisine",9.6048158,48.7000691,49716128380,https://guide.michelin.com/en/baden-wurttemberg/uhingen/restaurant/schloss-filseck,https://www.restaurant-auf-schloss-filseck.de/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Terrace,Visa credit card",26.02,160.11,Germany,93.065
2157,Field,"U Milosrdných 12, Prague, 110 00, Czech Republic",Prague,650,3200,CZK,Modern Cuisine,14.4220733,50.0918359,4.2E+11,https://guide.michelin.com/en/prague/prague/restaurant/field,https://www.fieldrestaurant.cz/en/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",26.4,129.99,Czech Republic,78.195
597,Philippe Meyers,"rue Doyen Van Belle 6, Braine-l'Alleud, 1420, Belgium",Braine-l'Alleud,27,78,EUR,Modern French,4.3700555,50.6823016,3223848318,https://guide.michelin.com/en/brabant-wallon/braine-l-alleud/restaurant/philippe-meyers,https://www.philippe-meyers.be/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",27.02,78.05,Belgium,52.535
649,Lettres Gourmandes,"route de Mons 52, Montignies-Saint-Christophe, 6560, Belgium",Montignies-Saint-Christophe,27,80,EUR,"Creative French, Modern Cuisine",4.1833145,50.2854392,3271555622,https://guide.michelin.com/en/hainaut/montignies-saint-christophe/restaurant/lettres-gourmandes,https://www.lettresgourmandes.be/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",27.02,80.06,Belgium,53.54
1771,Coto de Quevedo,"Paraje Tejeras Viejas, Torre de Juan Abad, 13344, Spain",Torre de Juan Abad,27,85,EUR,Traditional Cuisine,-3.0491664,38.5799538,34649842901,https://guide.michelin.com/en/castilla-la-mancha/torre-de-juan-abad/restaurant/coto-de-quevedo,https://hotelcotodequevedo.com/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",27.02,85.06,Spain,56.04
1044,Sources,"1 cours de la Bôve, Lorient, 56100, France",Lorient,27,88,EUR,Modern Cuisine,-3.3598826,47.7458562,33297787625,https://guide.michelin.com/en/bretagne/lorient/restaurant/sources,https://restaurant-sources.com/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",27.02,88.06,France,57.54
1174,Chez Michèle,"57 rue Principale, Languimberg, 57810, France",Languimberg,27,150,EUR,Modern Cuisine,6.8589293,48.7459594,33387039225,https://guide.michelin.com/en/grand-est/languimberg/restaurant/chez-michele,https://www.chezmichele.fr/fr/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",27.02,150.1,France,88.56
1808,Silabario,"Príncipe 44, Vigo, 36202, Spain",Vigo,27,150,EUR,Modern Cuisine,-8.7220674,42.2365448,34986077363,https://guide.michelin.com/en/galicia/vigo/restaurant/silabario,http://www.silabario.gal,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",27.02,150.1,Spain,88.56
849,La Grange de Belle-Église,"28 boulevard René-Aimé-Lagabrielle, Belle-Église, 60540, France",Belle-Église,27,172,EUR,Classic Cuisine,2.2145117,49.1922098,33344084900,https://guide.michelin.com/en/hauts-de-france/belle-glise/restaurant/la-grange-de-belle-eglise,https://www.lagrangedebelleeglise.fr/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",27.02,172.12,France,99.57
836,La Galinette,"23 rue Jean-Payra, Perpignan, 66000, France",Perpignan,28,65,EUR,Creative,2.8932762,42.7025096,33468350090,https://guide.michelin.com/en/occitanie/perpignan/restaurant/la-galinette,https://www.restaurant-galinette.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",28.02,65.05,France,46.535
980,Choko Ona,"155 rue Xerrendako-Bidea, Espelette, 64250, France",Espelette,28,72,EUR,"Modern Cuisine, Creative",-1.4447745,43.3416,33559157165,https://guide.michelin.com/en/nouvelle-aquitaine/espelette/restaurant/choko-ona,https://choko-ona.fr/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",28.02,72.05,France,50.035
1132,Nature,"20 place de Saint-Vaast, Armentières, 59280, France",Armentières,28,72,EUR,Modern Cuisine,2.8835219,50.686583,33320879305,https://guide.michelin.com/en/hauts-de-france/armentires/restaurant/nature,https://www.restaurant-nature.com/fr/,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",28.02,72.05,France,50.035
907,Maison Medard,"19 place des Tilleuls, Boulleret, 18240, France",Boulleret,28,75,EUR,"Modern Cuisine, Creative",2.874288,47.4239448,33248723962,https://guide.michelin.com/en/centre-val-de-loire/boulleret/restaurant/l-ardoise-du-marche,https://www.maisonmedard.com,1 Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",28.02,75.05,France,51.535
816,L'Éveil des Sens,"429 boulevard Paul-Lintier, Mayenne, 53100, France",Mayenne,28,82,EUR,Modern Cuisine,-0.6084258,48.3060431,33243304217,https://guide.michelin.com/en/pays-de-la-loire/mayenne/restaurant/l-eveil-des-sens,https://www.restaurant-leveildessens.fr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",28.02,82.06,France,55.04
874,Le Bon Accueil,"1 chemin de la Grande-Source, Malbuisson, 25160, France",Malbuisson,28,97,EUR,Modern Cuisine,6.3031572,46.7971381,33381693058,https://guide.michelin.com/en/bourgogne-franche-comte/malbuisson/restaurant/le-bon-accueil4521,http://www.le-bon-accueil.fr/uk/hotel-restaurant-pontarlier-site-officiel.php,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",28.02,97.07,France,62.545
737,Hostellerie la Montagne,"10 rue Pisseloup, Colombey-les-Deux-Églises, 52330, France",Colombey-les-Deux-Églises,28,110,EUR,Modern Cuisine,4.8877167,48.2227026,33325015169,https://guide.michelin.com/en/grand-est/colombey-les-deux-glises/restaurant/hostellerie-la-montagne,https://hostellerielamontagne.com/,1 Star,"American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",28.02,110.08,France,69.05
842,Les Genêts,"21 bis rue de l'Océan, Brem-sur-Mer, 85470, France",Brem-sur-Mer,29,75,EUR,Creative,-1.8350415,46.605894,33251968159,https://guide.michelin.com/en/pays-de-la-loire/brem-sur-mer/restaurant/les-genets,http://www.restaurant-les-genets.fr/,1 Star,"Credit card / Debit card accepted,Garden or park,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",29.02,75.05,France,52.035
669,Au Gourmet,"4 route de Herrlisheim, Drusenheim, 67410, France",Drusenheim,29,82,EUR,Modern Cuisine,7.9475461,48.751779,33388533060,https://guide.michelin.com/en/grand-est/drusenheim/restaurant/au-gourmet,https://www.au-gourmet.fr/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Visa credit card",29.02,82.06,France,55.54
1384,Johanns,"Marktplatz 24, Waldkirchen, 94065, Germany",Waldkirchen,29,82,EUR,"Modern Cuisine, Country cooking",13.6007906,48.729862,4.99E+12,https://guide.michelin.com/en/bayern/waldkirchen/restaurant/johanns,https://www.restaurant-johanns.de/,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",29.02,82.06,Germany,55.54
1526,The Barn,"Prescot Road, Aughton, L39 6RT, United Kingdom",Aughton,25,62,GBP,Modern British,-2.8902774,53.5402555,4.42E+11,https://guide.michelin.com/en/lancashire/aughton/restaurant/the-barn,https://moorhall.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",29.58,73.35,United Kingdom,51.465
634,Le Comptoir de Marie,"rue d'Enghien 8, Mons, 7000, Belgium",Mons,30,75,EUR,Spanish,3.951299,50.4545069,3265872949,https://guide.michelin.com/en/hainaut/mons/restaurant/le-comptoir-de-marie,https://www.lecomptoirdemarie.be/,1 Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",30.02,75.05,Belgium,52.535
1178,Roza,"3 place de la Monnaie, Nantes, 44000, France",Nantes,30,75,EUR,"Modern Cuisine, Creative",-1.56527,47.21321,33240540187,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/roza,https://restaurantroza.com/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card",30.02,75.05,France,52.535
799,La Table de la Bergerie,"La Bergerie, Le Champ-sur-Layon, 49380, France",Le Champ-sur-Layon,30,80,EUR,Modern Cuisine,-0.59238,47.26803,33241783062,https://guide.michelin.com/en/pays-de-la-loire/le-champ-sur-layon/restaurant/la-table-de-la-bergerie,https://www.latable-bergerie.fr/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",30.02,80.06,France,55.04
1886,Oasis - Sapori Antichi,"via Provinciale 8/10, Vallesaccarda, 83050, Italy",Vallesaccarda,30,85,EUR,"Campanian, Regional Cuisine",15.251974,41.0633639,39082797021,https://guide.michelin.com/en/campania/vallesaccarda/restaurant/oasis-sapori-antichi,https://oasis-saporiantichi.it/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card",30.02,85.06,Italy,57.54
947,Auberge du Cep,"Place de l'Église, Fleurie, 69820, France",Fleurie,30,90,EUR,Modern Cuisine,4.6970687,46.1922138,33474041077,https://guide.michelin.com/en/auvergne-rhone-alpes/fleurie/restaurant/auberge-du-cep,https://aubergeducep.com/fr/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",30.02,90.06,France,60.04
1078,Le Mas Bottero,"2340 route d’Aix-en-Provence, Saint-Cannat, 13760, France",Saint-Cannat,30,90,EUR,Modern Cuisine,5.3114,43.6173,33442671918,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-cannat/restaurant/le-mas-bottero,http://lemasbottero.com/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",30.02,90.06,France,60.04
760,Auberge de Montfleury,"Route des Cépages, Saint-Germain, 07170, France",Saint-Germain,30,97,EUR,Modern Cuisine,4.4714401,44.5635926,33475947413,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-germain/restaurant/auberge-de-montfleury,https://auberge-de-montfleury.fr/fr/,1 Star,"Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access",30.02,97.07,France,63.545
944,Ô Saveurs,"8 place des Ormeaux, Rouffiac-Tolosan, 31180, France",Rouffiac-Tolosan,30,98,EUR,Modern Cuisine,1.524975,43.664,33534271011,https://guide.michelin.com/en/occitanie/rouffiac-tolosan/restaurant/o-saveurs,https://www.o-saveurs.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",30.02,98.07,France,64.045
796,Au Déjeuner de Sousceyrac,"2 allée Gaston-Monnerville, Sousceyrac-en-Quercy, 46190, France",Sousceyrac-en-Quercy,30,100,EUR,Classic Cuisine,2.0358766,44.8726659,33565330056,https://guide.michelin.com/en/occitanie/sousceyrac-en-quercy/restaurant/au-dejeuner-de-sousceyrac,https://www.au-dejeuner-de-sousceyrac.com/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card",30.02,100.07,France,65.045
488,The Millèn,"Weena 686, Rotterdam, 3012 CN, Netherlands",Rotterdam,30,105,EUR,Modern Cuisine,4.4714977,51.9226379,31104302333,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/the-millen,https://restaurantthemillen.nl/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",30.02,105.07,Netherlands,67.545
534,Lars Amsterdam,"Danzigerkade 179, Amsterdam, 1013 AP, Netherlands",Amsterdam,30,110,EUR,Modern French,4.874658,52.4013525,31202149729,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/lars-amsterdam,https://www.larsamsterdam.nl/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card",30.02,110.08,Netherlands,70.05
2029,Il Saraceno,"piazza Don Verdelli 2, Cavernago, 24050, Italy",Cavernago,30,120,EUR,Modern Cuisine,9.7650842,45.6304009,39035840007,https://guide.michelin.com/en/lombardia/cavernago/restaurant/il-saraceno,https://www.ristorante-ilsaraceno.it/,1 Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card",30.02,120.08,Italy,75.05
1447,Huberwirt,"Hofmark 3, Pleiskirchen, 84568, Germany",Pleiskirchen,30,125,EUR,"Modern Cuisine, Country cooking",12.5964184,48.3069731,498635201,https://guide.michelin.com/en/bayern/pleiskirchen/restaurant/huberwirt,https://www.huber-wirt.de/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card",30.02,125.09,Germany,77.555
2053,San Martino,"piazza Cappelletto 1, località Rio San Martino, Scorzè, 30037, Italy",Scorzè,30,125,EUR,Modern Cuisine,12.110501,45.5892243,3.9E+11,https://guide.michelin.com/en/veneto/scorz/restaurant/san-martino,https://www.ristorantesanmartino.info/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",30.02,125.09,Italy,77.555
815,Jean-Marc Pérochon,"63 avenue de la Grande-Roche, Bretignolles-sur-Mer, 85470, France",Bretignolles-sur-Mer,30,135,EUR,Modern Cuisine,-1.87165,46.61923,33251336553,https://guide.michelin.com/en/pays-de-la-loire/brtignolles-sur-mer/restaurant/jean-marc-perochon,http://www.lesbrisants.com,1 Star,"Air conditioning,Car park,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",30.02,135.09,France,82.555
456,RON Gastrobar,"Sophialaan 55, Amsterdam, 1075 BP, Netherlands",Amsterdam,30,190,EUR,Creative French,4.8566529,52.3522317,31204961943,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/ron-gastrobar,https://rongastrobar.nl/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card",30.02,190.13,Netherlands,110.075
762,À Contre Sens,"8-10 rue des Croisiers, Caen, 14000, France",Caen,31,72,EUR,Modern Cuisine,-0.3655578,49.1844865,33231974448,https://guide.michelin.com/en/normandie/caen/restaurant/a-contre-sens,https://www.acontresens.fr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access",31.02,72.05,France,51.535
2166,Borkonyha Winekitchen,"Sas utca 3, Budapest, 1051, Hungary",Budapest,12750,23000,HUF,Modern Cuisine,19.0523573,47.4995114,3612660835,https://guide.michelin.com/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,https://borkonyha.hu/,1 Star,"Air conditioning,American Express credit card,Booking essential,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card",31.08,56.07,Hungary,43.575
1594,Leroy,"18 Phipp Street, London, EC2A 4NU, United Kingdom",London,27,52,GBP,Modern British,-0.0815131,51.524033,4.42E+11,https://guide.michelin.com/en/greater-london/london/restaurant/leroy,https://www.leroyshoreditch.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",31.94,61.52,United Kingdom,46.73
755,La Tête en l'air,"43 rue de la Fontaine, Vannes, 56000, France",Vannes,32,75,EUR,Creative,-2.7546032,47.6606628,33297673113,https://guide.michelin.com/en/bretagne/vannes/restaurant/la-tete-en-l-air,https://www.lateteenlair-vannes.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",32.02,75.05,France,53.535
1043,L'Embrun,"48 rue de Lyon, Brest, 29200, France",Brest,32,89,EUR,Modern Cuisine,-4.4914853,48.3902009,33298430852,https://guide.michelin.com/en/bretagne/brest/restaurant/l-embrun,https://www.lembrunrestaurant.fr/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Wheelchair access",32.02,89.06,France,60.54
767,La Pomme d'Api,"5 rue Saint-Yves, Saint-Pol-de-Léon, 29250, France",Saint-Pol-de-Léon,32,128,EUR,Creative,-3.9871351,48.6842867,33298690436,https://guide.michelin.com/en/bretagne/saint-pol-de-lon/restaurant/la-pomme-d-api,https://www.lapommedapi.com/fr/,1 Star,"American Express credit card,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card",32.02,128.09,France,80.055
624,Le Pigeon Noir,"rue Geleytsbeek 2, Uccle, 1180, Belgium",Uccle,33,77,EUR,"Country cooking, Classic French",4.3482107,50.7920083,3223752374,https://guide.michelin.com/en/bruxelles-capitale/uccle/restaurant/le-pigeon-noir,https://www.lepigeonnoir.be/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card",33.02,77.05,Belgium,55.035
1172,L'Anthocyane,"25 avenue Ernest-Renan, Lannion, 22300, France",Lannion,33,90,EUR,Modern Cuisine,-3.459947,48.7329096,33296383049,https://guide.michelin.com/en/bretagne/lannion/restaurant/l-anthocyane,https://www.lanthocyane.com/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Wheelchair access",33.02,90.06,France,61.54
1040,Auberge Le Prieuré,"4 Grand'Rue, Moirax, 47310, France",Moirax,33,92,EUR,Creative,0.6089812,44.1408186,33553475955,https://guide.michelin.com/en/nouvelle-aquitaine/moirax/restaurant/auberge-le-prieure,http://aubergeleprieure.fr/,1 Star,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Visa credit card",33.02,92.06,France,62.54
1098,Auberge du Pont,"70 avenue du Docteur-Besserve, Pont-du-Château, 63430, France",Pont-du-Château,33,160,EUR,Modern Cuisine,3.2584394,45.79738,33473830036,https://guide.michelin.com/en/auvergne-rhone-alpes/pont-du-chteau/restaurant/auberge-du-pont37415,https://auberge-du-pont.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access",33.02,160.11,France,96.565
829,Les Funambules,"17 rue Geiler, Strasbourg, 67000, France",Strasbourg,34,75,EUR,Modern Cuisine,7.7678399,48.5869079,33388616541,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/les-funambules,https://www.restaurantlesfunambules.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",34.02,75.05,France,54.535
1161,Le Marcq,"944 avenue de la République, Marcq-en-Barœul, 59700, France",Marcq-en-Barœul,34,76,EUR,Modern Cuisine,3.0976061,50.6624168,33320008048,https://guide.michelin.com/en/hauts-de-france/marcq-en-barul/restaurant/le-marcq,https://www.lemarcq.fr/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card",34.02,76.05,France,55.035
987,En Pleine Nature,"6 place de la Mairie, Quint-Fonsegrives, 31130, France",Quint-Fonsegrives,34,85,EUR,Modern Cuisine,1.5295482,43.5853642,33561454212,https://guide.michelin.com/en/occitanie/quint-fonsegrives/restaurant/en-pleine-nature,https://www.en-pleine-nature.com/,1 Star,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",34.02,85.06,France,59.54
973,La Vieille Tour,"75 rue de la Tour, Plérin, 22190, France",Plérin,34,90,EUR,Modern Cuisine,-2.7261477,48.5307941,33296331030,https://guide.michelin.com/en/bretagne/plerin/restaurant/la-vieille-tour7741,https://www.la-vieille-tour.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card",34.02,90.06,France,62.04
1009,Saisons,"8 rue Sainte-Victoire, Marseille, 13006, France",Marseille,34,95,EUR,Modern Cuisine,5.3827724,43.2865397,33951891838,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/saisons,https://restaurant-saisons.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card",34.02,95.07,France,64.545
1018,L'O des Vignes,"Rue du Bourg, Fuissé, 71960, France",Fuissé,34,100,EUR,Modern Cuisine,4.743411,46.280083,33385383340,https://guide.michelin.com/en/bourgogne-franche-comte/fuiss/restaurant/l-o-des-vignes,https://lodesvignes.fr/fr/,1 Star,"Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access",34.02,100.07,France,67.045
1163,Cibo,"24 rue Jeannin, Dijon, 21000, France",Dijon,34,100,EUR,Modern Cuisine,5.0455563,47.3219201,33380288076,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/cibo,https://www.cibo.restaurant/,1 Star,"Air conditioning,Credit card / Debit card accepted,Visa credit card,Wheelchair access",34.02,100.07,France,67.045
885,Allium,"88 boulevard de Créac'h Gwen, Quimper, 29000, France",Quimper,34,118,EUR,Creative,-4.09825,47.97616,33298101148,https://guide.michelin.com/en/bretagne/quimper/restaurant/allium,https://www.restaurant-allium.fr/fr/,1 Star,"American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",34.02,118.08,France,76.05
1143,Manoir de Lan-Kerellec,"11 allée centrale de Lan-Kerellec, Trébeurden, 22560, France",Trébeurden,34,120,EUR,"Seafood, Modern Cuisine",-3.5847022,48.7766651,33296150000,https://guide.michelin.com/en/bretagne/trbeurden/restaurant/manoir-de-lan-kerellec,https://lankerellec.com/,1 Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Visa credit card",34.02,120.08,France,77.05
1149,Signature,"180 rue du Rouet, Marseille, 13008, France",Marseille,34,120,EUR,Modern Cuisine,5.3944545,43.2764287,33465855348,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/signature1186475,https://signaturemarseille.com/,1 Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access",34.02,120.08,France,77.05
